team_id,session_id,task_index,asha_id,A_group,arm,modality,difficulty,y_true,p_model,ai_suggestion,human_decision,accepted_suggestion,second_look,high_conf_error,time_seconds
1,1,30,T1_W4,0,None,feature_2G,0.26893541389053094,0,0.6870281130085465,1,0,0,0,0,87.39511445010375
1,1,31,T1_W4,0,Rationale,feature_2G,0.6458237508655358,0,0.6316755595761848,1,0,0,0,0,65.9269545388478
1,1,32,T1_W1,0,Calib,ivr_kannada,0.22206020380529515,0,0.5828244284154569,1,1,1,0,0,83.34057981706471
1,1,33,T1_W5,0,Counter,smartphone_3G,0.6895525993624786,0,0.6358015834849331,1,0,0,0,0,79.16201184059281
1,1,34,T1_W1,0,None,feature_2G,0.23025655190979016,1,0.6954894055929234,1,0,0,0,0,65.9663076007176
1,1,35,T1_W2,0,Rationale,smartphone_3G,0.5206741092417608,1,0.6592008375299009,1,1,1,0,0,89.9243461192686
1,1,36,T1_W1,0,Calib,text_hindi,0.6005221955830953,0,0.5156496910602577,1,1,1,0,0,80.08169252101061
1,1,37,T1_W1,0,Counter,text_hindi,0.6368334828230299,0,0.647396653221575,1,1,1,0,0,83.52001108036131
1,1,38,T1_W2,0,None,feature_2G,0.8499791341545992,1,0.5600691532238942,1,0,0,0,0,98.48565210670402
1,1,39,T1_W4,0,Rationale,feature_2G,0.8576254900162783,0,0.5853723274741709,1,1,1,0,0,82.09931855783259
1,2,0,T1_W5,0,Counter,feature_2G,0.5439848167403519,1,0.667817103855218,1,1,1,0,0,70.3973728171248
1,2,1,T1_W3,0,None,feature_2G,0.2734311658174022,0,0.6860434123685751,1,1,0,0,0,69.63581608901924
1,2,2,T1_W5,0,Rationale,feature_2G,0.7392355774537112,1,0.6111828166385396,1,1,1,0,0,92.062568514368
1,2,3,T1_W2,0,Calib,smartphone_3G,0.30676620556636053,0,0.5680071239349789,1,1,1,0,0,60.71054933136338
1,2,4,T1_W2,0,Counter,text_hindi,0.8492262182407918,1,0.6008020835947881,1,1,1,0,0,99.45759130855383
1,2,5,T1_W1,0,None,text_hindi,0.3904354900625388,1,0.6603529691467837,1,1,0,0,0,75.42725752347467
1,2,6,T1_W5,0,Rationale,smartphone_3G,0.18315055911857858,0,0.7328221913872808,1,1,1,0,0,75.00941690779318
1,2,7,T1_W4,0,Calib,text_hindi,0.33981556565395,0,0.5621828109230601,1,1,0,0,0,68.47428518164637
1,2,8,T1_W5,0,Counter,feature_2G,0.6478294260545664,1,0.6449776658700798,1,1,1,0,0,80.53772534828212
1,2,9,T1_W1,0,None,text_hindi,0.35866658212264513,0,0.6673376057457518,1,1,0,0,0,66.77760237978984
1,2,10,T1_W5,0,Rationale,text_hindi,0.2646336146248356,0,0.7152222668508879,1,1,1,0,0,89.34705297715229
1,2,11,T1_W5,0,Calib,feature_2G,0.9458015552232798,1,0.45367046112679016,0,0,1,0,0,84.95142495321201
1,2,12,T1_W1,0,Counter,smartphone_3G,0.12038801514816419,0,0.7595311795432939,1,1,1,0,0,61.27843570628905
1,2,13,T1_W1,0,None,smartphone_3G,0.25217358561866404,0,0.690697289968516,1,1,0,0,0,70.1393804219284
1,2,14,T1_W5,0,Rationale,ivr_kannada,0.7896438097506191,0,0.6001654160988887,1,0,0,0,0,85.213397069266
1,2,15,T1_W1,0,Calib,ivr_kannada,0.08561650199179176,1,0.6062932580778302,1,1,1,0,0,68.87516591234277
1,2,16,T1_W4,0,Counter,smartphone_3G,0.7249663061935693,1,0.6280191266226816,1,1,1,0,0,90.75764048084041
1,2,17,T1_W2,0,None,ivr_kannada,0.40385711593498697,0,0.6574009877391118,1,0,0,0,0,78.66623435959623
1,2,18,T1_W1,0,Rationale,smartphone_3G,0.19358088871419477,0,0.7305781562369676,1,1,1,0,0,53.94222096641888
1,2,19,T1_W1,0,Calib,smartphone_3G,0.8114005388382867,0,0.4777161446685951,0,0,1,0,0,81.98130633266376
1,2,20,T1_W1,0,Counter,smartphone_3G,0.2492234839580467,0,0.7320538074673374,1,1,1,0,0,65.33783084505143
1,2,21,T1_W3,0,None,smartphone_3G,0.4493452425769942,1,0.6473940661337246,1,0,0,0,0,78.48223539444132
1,2,22,T1_W5,0,Rationale,smartphone_3G,0.38964902563547205,1,0.6879667349876005,1,1,1,0,0,52.7579361250109
1,2,23,T1_W1,0,Calib,ivr_kannada,0.23613725531082774,0,0.5803738826597432,1,1,0,0,0,62.73845601116727
1,2,24,T1_W2,0,Counter,ivr_kannada,0.6076961499957895,0,0.6538067862096429,1,1,1,0,0,89.79758236650406
1,2,25,T1_W3,0,None,smartphone_3G,0.6790032636997148,0,0.5970339360329848,1,1,0,0,0,80.69440170556332
1,2,26,T1_W4,0,Rationale,feature_2G,0.8167252094813179,0,0.5942624465847735,1,1,1,0,0,88.7586683669478
1,2,27,T1_W2,0,Calib,smartphone_3G,0.43257489676687166,0,0.5457281363053955,1,1,1,0,0,69.460421849811
1,2,28,T1_W5,0,Counter,text_hindi,0.24440287083039583,0,0.7330904382381251,1,1,0,0,0,60.676500159354674
1,2,29,T1_W1,0,None,feature_2G,0.5499130533945424,1,0.625285782329588,1,0,0,0,0,81.14743381082339
1,2,30,T1_W3,0,Rationale,ivr_kannada,0.2844682878916299,1,0.7109160416598149,1,1,1,0,0,62.28180201418067
1,2,31,T1_W4,0,Calib,feature_2G,0.8763578986235266,0,0.46607009707753677,0,0,1,0,0,93.52624749623331
1,2,32,T1_W3,0,Counter,smartphone_3G,0.8540476001487876,0,0.5997500495236328,1,1,1,0,0,122.76878192843232
1,2,33,T1_W3,0,None,feature_2G,0.31355457400201453,1,0.6772456741333122,1,1,0,0,0,66.50233109292238
1,2,34,T1_W4,0,Rationale,ivr_kannada,0.6429154408272634,0,0.6323147020378768,1,1,1,0,0,88.61436620205467
1,2,35,T1_W4,0,Calib,feature_2G,0.8458825415322155,1,0.47152922248512324,0,0,1,0,0,103.52196051426532
1,2,36,T1_W1,0,Counter,ivr_kannada,0.17005282360940296,1,0.7489979681116992,1,1,1,0,0,61.294059172415075
1,2,37,T1_W3,0,None,smartphone_3G,0.4907632106095129,0,0.6382838663224055,1,0,0,0,0,75.47764928537251
1,2,38,T1_W4,0,Rationale,text_hindi,0.47158277917547725,1,0.6699929754514147,1,1,1,0,0,95.28427287809353
1,2,39,T1_W5,0,Calib,feature_2G,0.5464826473780972,0,0.525356236831514,1,1,0,0,0,63.88573814778843
1,3,0,T1_W2,0,None,feature_2G,0.41028434992496515,0,0.6559872065024501,1,0,0,0,0,64.63351858207507
1,3,1,T1_W2,0,Rationale,text_hindi,0.3282454630672586,1,0.701385696758568,1,1,1,0,0,99.56553435667584
1,3,2,T1_W4,0,Calib,feature_2G,0.20153257380793008,1,0.5863887641595046,1,1,1,0,0,54.980983813310715
1,3,3,T1_W4,0,Counter,feature_2G,0.38854292669996365,1,0.7018659854471736,1,1,0,0,0,90.26071810610796
1,3,4,T1_W4,0,None,ivr_kannada,0.27019839309166277,0,0.6867515075797,1,0,0,0,0,79.21320822618206
1,3,5,T1_W3,0,Rationale,feature_2G,0.40739621035077606,1,0.6840791197279958,1,1,1,0,0,60.99820538230296
1,3,6,T1_W5,0,Calib,smartphone_3G,0.2159029949871837,1,0.5838946940158916,1,0,0,0,0,87.50610585203721
1,3,7,T1_W5,0,Counter,feature_2G,0.6272751357121347,1,0.6494994702815098,1,1,1,0,0,100.63444313037874
1,3,8,T1_W3,0,None,feature_2G,0.23350774519989587,1,0.6947789598896602,1,0,0,0,0,65.91343386719235
1,3,9,T1_W5,0,Rationale,feature_2G,0.3371155749189431,0,0.6994506726070842,1,1,1,0,0,70.54095638657466
1,3,10,T1_W2,0,Calib,text_hindi,0.9642696392183248,0,0.4503840011961773,0,0,1,0,0,96.83931297549034
1,3,11,T1_W3,0,Counter,ivr_kannada,0.14160325573372157,0,0.755041452940559,1,1,1,0,0,65.19912866532033
1,3,12,T1_W4,0,None,text_hindi,0.6759183679276547,1,0.5977063985783617,1,1,0,0,0,90.33992539953235
1,3,13,T1_W2,0,Rationale,text_hindi,0.8541295007021542,1,0.5861309497754871,1,0,0,0,0,86.00212593753771
1,3,14,T1_W1,0,Calib,smartphone_3G,0.5584862566714841,0,0.5232018809336837,1,1,1,0,0,75.24778172679383
1,3,15,T1_W1,0,Counter,smartphone_3G,0.3790603312110397,1,0.7039328552835584,1,1,1,0,0,89.49178324442677
1,3,16,T1_W4,0,None,feature_2G,0.4438718915455972,0,0.6485981868954349,1,0,0,0,0,70.15848185704166
1,3,17,T1_W5,0,Rationale,ivr_kannada,0.4514938751749075,0,0.6744053105817043,1,1,0,0,0,87.88666484645144
1,3,18,T1_W2,0,Calib,smartphone_3G,0.2141587990504367,1,0.5841976976382356,1,0,0,0,0,69.95387064839032
1,3,19,T1_W3,0,Counter,feature_2G,0.5368296645696279,0,0.6693894353344896,1,0,0,0,0,79.79046764954664
1,3,20,T1_W3,0,None,smartphone_3G,0.5936444516246738,0,0.6156928195224366,1,1,0,0,0,86.17098232111215
1,3,21,T1_W3,0,Rationale,smartphone_3G,0.34708426862744485,0,0.697274520166027,1,0,0,0,0,83.74059791333343
1,3,22,T1_W1,0,Calib,feature_2G,0.6790961469773301,1,0.5015126878463145,1,1,1,0,0,76.18500910109712
1,3,23,T1_W5,0,Counter,ivr_kannada,0.42067045869062997,0,0.694852670248461,1,1,1,0,0,82.11753341281826
1,3,24,T1_W2,0,None,smartphone_3G,0.7023132897523863,0,0.5919579944881034,1,0,0,0,0,114.15230625969063
1,3,25,T1_W3,0,Rationale,text_hindi,0.6964427581425864,1,0.6205607563280467,1,0,0,0,0,83.5127480513803
1,3,26,T1_W2,0,Calib,text_hindi,0.8870422025309918,1,0.46415848349978983,0,0,1,0,0,73.09211045021607
1,3,27,T1_W1,0,Counter,ivr_kannada,0.5806896166047951,1,0.659747263681615,1,1,1,0,0,87.19014779451275
1,3,28,T1_W3,0,None,feature_2G,0.8900517990309897,0,0.5515120291583685,1,1,0,0,0,112.97936624868419
1,3,29,T1_W1,0,Rationale,feature_2G,0.7369464893963592,0,0.6116839397911389,1,1,0,0,0,78.9687399975725
1,3,30,T1_W1,0,Calib,feature_2G,0.34824665196040616,1,0.560693505213367,1,1,1,0,0,74.85230704766744
1,3,31,T1_W2,0,Counter,feature_2G,0.3467081974126997,1,0.7109725589978028,1,1,0,0,0,93.77282986921055
1,3,32,T1_W1,0,None,text_hindi,0.49318605257986414,0,0.6377510941296254,1,0,0,0,0,62.73737005475788
1,3,33,T1_W3,0,Rationale,ivr_kannada,0.4698684647757027,1,0.6703696168125108,1,1,1,0,0,75.02921208080545
1,3,34,T1_W1,0,Calib,text_hindi,0.2951889640923435,1,0.570041993737957,1,0,0,0,0,63.9365775573621
1,3,35,T1_W1,0,Counter,smartphone_3G,0.8392450306740634,1,0.6029811414406178,1,1,1,0,0,85.67488828402223
1,3,36,T1_W5,0,None,feature_2G,0.3545932105640479,1,0.6682328102260356,1,1,0,0,0,69.28933399737969
1,3,37,T1_W2,0,Rationale,smartphone_3G,0.6448844517173397,0,0.6318819785792471,1,0,0,0,0,103.10858386778537
1,3,38,T1_W5,0,Calib,ivr_kannada,0.4845833548498525,1,0.5364449977203812,1,1,1,0,0,69.77381997142615
1,3,39,T1_W3,0,Counter,feature_2G,0.6934315540157806,0,0.6349488170139692,1,1,0,0,0,100.74675551663157
1,4,0,T1_W2,0,Rationale,smartphone_3G,0.693871437559736,1,0.6211248569970889,1,1,1,0,0,99.8446769434541
1,4,1,T1_W5,0,Calib,feature_2G,0.2632489400790502,0,0.575640476958502,1,1,0,0,0,65.41786177182888
1,4,2,T1_W1,0,Counter,feature_2G,0.8693716329058426,0,0.5964088164683453,1,1,1,0,0,110.879656299091
1,4,3,T1_W3,0,None,ivr_kannada,0.736521784945589,1,0.5845271335449572,1,1,0,0,0,67.47281183162274
1,4,4,T1_W4,0,Rationale,ivr_kannada,0.2424883967399956,0,0.7200205365925245,1,1,0,0,0,51.23181152488581
1,4,5,T1_W2,0,Calib,text_hindi,0.6673727001689861,0,0.5036228356957638,1,1,1,0,0,92.4630632468161
1,4,6,T1_W1,0,Counter,text_hindi,0.4975767093434498,0,0.6780088736619906,1,0,0,0,0,85.86343348943959
1,4,7,T1_W1,0,None,feature_2G,0.8678388786791107,0,0.5562495845694192,1,1,0,0,0,100.77520605327899
1,4,8,T1_W5,0,Rationale,feature_2G,0.22735891066575148,1,0.7232925150472583,1,1,1,0,0,93.81715104935665
1,4,9,T1_W3,0,Calib,ivr_kannada,0.6108121132897445,1,0.513799491599273,1,1,0,0,0,75.51212251701101
1,4,10,T1_W4,0,Counter,ivr_kannada,0.45091153658138156,1,0.688237675985189,1,1,1,0,0,71.92208443746887
1,4,11,T1_W2,0,None,ivr_kannada,0.5455801674967157,0,0.6262371656442399,1,0,0,0,0,77.37337348613002
1,4,12,T1_W1,0,Rationale,text_hindi,0.6443146203639977,1,0.632007206375541,1,1,1,0,0,96.26811196775326
1,4,13,T1_W3,0,Calib,text_hindi,0.4282989059526782,0,0.5464897336592218,1,1,1,0,0,82.59154288160829
1,4,14,T1_W3,0,Counter,ivr_kannada,0.5924476162107208,1,0.6571611197269844,1,1,1,0,0,93.5947390865299
1,4,15,T1_W5,0,None,ivr_kannada,0.3038414713726361,0,0.6793768919506555,1,1,0,0,0,76.51689555164576
1,4,16,T1_W3,0,Rationale,feature_2G,0.2854750162240562,0,0.7106972685766367,1,1,1,0,0,70.50140740896725
1,4,17,T1_W4,0,Calib,smartphone_3G,0.5851872634825023,0,0.5184060178653155,1,1,1,0,0,90.86906735887828
1,4,18,T1_W2,0,Counter,ivr_kannada,0.682887529034907,0,0.637267019146247,1,1,1,0,0,106.44667971672506
1,4,19,T1_W1,0,None,feature_2G,0.6622831833668216,0,0.6006805341261734,1,0,0,0,0,83.57642754473795
1,4,20,T1_W1,0,Rationale,ivr_kannada,0.6925018929730986,1,0.6214253349521864,1,0,0,0,0,71.51549738212118
1,4,21,T1_W3,0,Calib,text_hindi,0.8182685279410431,0,0.4764831089756543,0,0,1,0,0,63.93581479184311
1,4,22,T1_W3,0,Counter,text_hindi,0.6443413481408105,0,0.645744988301896,1,1,1,0,0,97.13445345203786
1,4,23,T1_W4,0,None,text_hindi,0.7502696372697115,0,0.5815474469177363,1,1,0,0,0,90.4532240330262
1,4,24,T1_W2,0,Rationale,feature_2G,0.6962673536054068,0,0.6205992349123508,1,0,0,0,0,97.01397089124109
1,4,25,T1_W3,0,Calib,smartphone_3G,0.37804318641153095,0,0.5554194664509591,1,1,1,0,0,57.21049543955981
1,4,26,T1_W1,0,Counter,ivr_kannada,0.5303088313421018,0,0.6708221007424439,1,1,1,0,0,84.24452928500757
1,4,27,T1_W2,0,None,smartphone_3G,0.5863181141240735,0,0.6172986314610175,1,0,0,0,0,84.12770992371304
1,4,28,T1_W3,0,Rationale,text_hindi,0.4219518901095251,1,0.6808880494060211,1,1,1,0,0,84.90278442757788
1,4,29,T1_W1,0,Calib,text_hindi,0.20254133763752036,1,0.5862138650631938,1,1,1,0,0,65.82683117009054
1,4,30,T1_W3,0,Counter,ivr_kannada,0.514179463220236,1,0.6743645614701589,1,1,1,0,0,71.81531162088615
1,4,31,T1_W5,0,None,feature_2G,0.08432262692248163,1,0.727186223103903,1,0,0,0,0,85.83419473625938
1,4,32,T1_W2,0,Rationale,ivr_kannada,0.8409120324704293,0,0.5890013156384728,1,1,1,0,0,95.34619101449937
1,4,33,T1_W2,0,Calib,ivr_kannada,0.6926629611879707,0,0.49907066830736074,0,0,1,0,0,67.0688954258876
1,4,34,T1_W4,0,Counter,text_hindi,0.7360217119209467,0,0.6255912670101353,1,1,0,0,0,84.4094300696624
1,4,35,T1_W3,0,None,smartphone_3G,0.6427161426130688,1,0.6049535802623489,1,0,0,0,0,80.30542387314787
1,4,36,T1_W1,0,Rationale,smartphone_3G,0.5959904545516129,0,0.642632540709108,1,1,0,0,0,89.36451772623599
1,4,37,T1_W3,0,Calib,feature_2G,0.23353423506050106,0,0.5808273947713148,1,1,1,0,0,69.80473186096063
1,4,38,T1_W1,0,Counter,feature_2G,0.3168110534818773,0,0.7174601860924602,1,1,0,0,0,70.7015827313436
1,4,39,T1_W1,0,None,smartphone_3G,0.5310048667733022,0,0.6294385162741891,1,1,0,0,0,70.60617821575356
1,5,0,T1_W3,0,Calib,feature_2G,0.3619319480254277,1,0.5582732002933166,1,1,1,0,0,92.82664350545858
1,5,1,T1_W3,0,Counter,smartphone_3G,0.8075525797363458,1,0.6099096619860237,1,1,1,0,0,103.73017009313124
1,5,2,T1_W5,0,None,feature_2G,0.6864280720307022,0,0.5954160944648662,1,1,0,0,0,80.34413663362271
1,5,3,T1_W2,0,Rationale,ivr_kannada,0.6581200344006569,1,0.6289738445602866,1,1,0,0,0,71.32892681399694
1,5,4,T1_W3,0,Calib,ivr_kannada,0.20826372561506398,1,0.5852212092400637,1,1,1,0,0,54.68862130175149
1,5,5,T1_W1,0,Counter,feature_2G,0.5904176129382394,0,0.6576076399175238,1,1,1,0,0,64.44181250173978
1,5,6,T1_W4,0,None,text_hindi,0.26521880790596136,0,0.687841978255275,1,0,0,0,0,78.2497131012012
1,5,7,T1_W2,0,Rationale,ivr_kannada,0.38513413559264537,1,0.6889551533426015,1,1,0,0,0,63.837868720345256
1,5,8,T1_W2,0,Calib,text_hindi,0.31509446393814466,0,0.5665415431686835,1,1,1,0,0,49.33320772475568
1,5,9,T1_W3,0,Counter,ivr_kannada,0.47309864642084604,1,0.6833772333870285,1,1,1,0,0,97.63160425687619
1,5,10,T1_W2,0,None,text_hindi,0.7871958532068735,0,0.5735647725387085,1,1,0,0,0,101.40825762364017
1,5,11,T1_W2,0,Rationale,feature_2G,0.418425458986148,1,0.6816613555949533,1,1,1,0,0,66.50282525593947
1,5,12,T1_W5,0,Calib,feature_2G,0.46350299727056865,1,0.5402119116972324,1,1,1,0,0,80.66423508438076
1,5,13,T1_W4,0,Counter,feature_2G,0.36296537144938673,0,0.7074374373556658,1,1,1,0,0,78.73507969361782
1,5,14,T1_W3,0,None,feature_2G,0.5711734139523241,1,0.6206198426214824,1,1,0,0,0,76.8310997439502
1,5,15,T1_W1,0,Rationale,smartphone_3G,0.230626240941913,0,0.7225863444713717,1,1,1,0,0,61.89498900491011
1,5,16,T1_W4,0,Calib,feature_2G,0.9303476545966488,1,0.4564243957920341,0,0,1,0,0,96.8357146778721
1,5,17,T1_W5,0,Counter,feature_2G,0.02465589968034531,0,0.7795941636942285,1,1,1,0,0,61.708828701374514
1,5,18,T1_W5,0,None,ivr_kannada,0.6220213160462119,0,0.6094788660678955,1,0,0,0,0,86.71445183964003
1,5,19,T1_W2,0,Rationale,feature_2G,0.5649455339803754,0,0.6494619826959274,1,0,0,0,0,89.92127190343147
1,5,20,T1_W3,0,Calib,feature_2G,0.10700402153607068,0,0.6026510259675543,1,1,1,0,0,55.75890800377988
1,5,21,T1_W1,0,Counter,text_hindi,0.5923937300328698,1,0.6571729726730587,1,1,1,0,0,78.39331843216928
1,5,22,T1_W1,0,None,smartphone_3G,0.20621891224099137,1,0.7007371762629309,1,0,0,0,0,68.87561045850839
1,5,23,T1_W5,0,Rationale,feature_2G,0.4335891591215646,1,0.6783352760700154,1,1,1,0,0,69.65241413043869
1,5,24,T1_W4,0,Calib,feature_2G,0.2083808754755687,0,0.585200878368286,1,1,1,0,0,71.46218837517864
1,5,25,T1_W1,0,Counter,text_hindi,0.38132979861223526,1,0.7034383295296469,1,1,1,0,0,77.84184295016429
1,5,26,T1_W2,0,None,ivr_kannada,0.45326347589261334,0,0.6465320812626139,1,1,0,0,0,83.69874744345451
1,5,27,T1_W1,0,Rationale,feature_2G,0.6980928058895256,0,0.6201987986965368,1,1,0,0,0,74.51818043554275
1,5,28,T1_W1,0,Calib,feature_2G,0.8574445216875627,1,0.46945701780443,0,0,1,0,0,90.9234005615563
1,5,29,T1_W4,0,Counter,feature_2G,0.81129466060779,1,0.6090908682535158,1,0,0,0,0,85.11340342728337
1,5,30,T1_W4,0,None,ivr_kannada,0.4472320845987997,0,0.6478589522035101,1,0,0,0,0,103.90611452575594
1,5,31,T1_W4,0,Rationale,smartphone_3G,0.29426810446088997,1,0.7087856151196049,1,1,1,0,0,84.65054891645498
1,5,32,T1_W3,0,Calib,feature_2G,0.3396557130436095,1,0.5622110347191487,1,1,1,0,0,78.09804678675971
1,5,33,T1_W4,0,Counter,feature_2G,0.24163780843683072,1,0.7336847687433025,1,1,1,0,0,80.37260153262461
1,5,34,T1_W5,0,None,feature_2G,0.24606435727351111,1,0.6920337169605355,1,0,0,0,0,76.03294627380339
1,5,35,T1_W5,0,Rationale,feature_2G,0.5038567868479576,1,0.6628991410875731,1,1,1,0,0,74.77737449963968
1,5,36,T1_W2,0,Calib,smartphone_3G,0.3040663170482969,1,0.5684819267238463,1,1,1,0,0,74.5107908972149
1,5,37,T1_W1,0,Counter,smartphone_3G,0.7397139835104927,0,0.624780620841146,1,1,1,0,0,71.02696390986783
1,5,38,T1_W1,0,None,smartphone_3G,0.48072852183388215,0,0.6404906729178161,1,0,0,0,0,65.57452065143347
1,5,39,T1_W5,0,Rationale,feature_2G,0.19252170357053583,0,0.7308061612614944,1,1,1,0,0,70.73867123772649
1,6,0,T1_W2,0,Counter,feature_2G,0.19390265956957764,0,0.74391242046809,1,1,1,0,0,53.459518046293745
1,6,1,T1_W2,0,None,text_hindi,0.35518297789022213,1,0.6681032029918359,1,0,0,0,0,76.26418286521573
1,6,2,T1_W2,0,Rationale,text_hindi,0.5186502587929084,1,0.6596459538998068,1,1,1,0,0,77.28516617999226
1,6,3,T1_W5,0,Calib,feature_2G,0.5208541443882536,1,0.5299519050337039,1,1,0,0,0,69.71244071811498
1,6,4,T1_W5,0,Counter,feature_2G,0.5740343347684078,0,0.6612108933121377,1,1,1,0,0,107.44249504630778
1,6,5,T1_W2,0,None,ivr_kannada,0.25583021142105117,0,0.6898971508880056,1,1,0,0,0,69.18839499307339
1,6,6,T1_W5,0,Rationale,feature_2G,0.7696220713636643,1,0.6045371147292702,1,1,1,0,0,77.21906480831251
1,6,7,T1_W1,0,Calib,feature_2G,0.35736114182431533,0,0.5590819562378635,1,1,1,0,0,76.98567975271395
1,6,8,T1_W1,0,Counter,smartphone_3G,0.15436619964668022,0,0.7523334048562226,1,1,1,0,0,40.2698755502145
1,6,9,T1_W2,0,None,feature_2G,0.2976431588908798,0,0.6807364475746527,1,0,0,0,0,72.62950221844554
1,6,10,T1_W3,0,Rationale,ivr_kannada,0.6432903055854601,1,0.6322323174589916,1,1,1,0,0,80.62725169914874
1,6,11,T1_W5,0,Calib,ivr_kannada,0.5435766370471726,0,0.5258776235182328,1,1,1,0,0,64.69117888158587
1,6,12,T1_W3,0,Counter,text_hindi,0.7223414273232476,1,0.6285957016047615,1,1,1,0,0,93.28436618396105
1,6,13,T1_W3,0,None,smartphone_3G,0.4966547967834639,0,0.6369883729613312,1,1,0,0,0,90.36273364994202
1,6,14,T1_W2,0,Rationale,feature_2G,0.3149379537831446,0,0.7042863237056716,1,1,1,0,0,82.8971263271374
1,6,15,T1_W1,0,Calib,smartphone_3G,0.5465467795833702,1,0.5253447296695606,1,1,1,0,0,77.07686112904778
1,6,16,T1_W1,0,Counter,smartphone_3G,0.22584301755651362,0,0.7370758718399003,1,1,1,0,0,86.8088270495486
1,6,17,T1_W3,0,None,ivr_kannada,0.3055916264008133,1,0.6789929420136954,1,1,0,0,0,74.99075549508238
1,6,18,T1_W1,0,Rationale,feature_2G,0.717614570638331,1,0.6159185175611369,1,1,1,0,0,98.63146821466115
1,6,19,T1_W1,0,Calib,feature_2G,0.6215552160409028,1,0.5118673088382552,1,1,1,0,0,86.3590967589521
1,6,20,T1_W3,0,Counter,ivr_kannada,0.475567371007121,0,0.682836081911599,1,1,0,0,0,76.2192151337413
